fossil_id,description,object_name,period,taxonomy,url,local_path
6857,"Fossilised remains of fragment of the phragmocone of the Silurian cephalopod, Systrophoceras rapax. Oval whorl section and pronounced radial ribbing. Mounted on card.",Cephalopod,Silurian Period,Systrophoceras rapax,https://data.nhm.ac.uk/media/ludlow:G.03244.jpg,images/6857_Silurian_Period_Cephalopod.jpg
7296,"Fossilised remains of fish scales of Palaeoniscum freieslebenensis in marl slate. Found at Quarington Quarry, Durham.",Fish,Permian Period,Palaeoniscum freieslebenensis,https://data.nhm.ac.uk/media/ludlow:G.06750a.jpg,images/7296_Permian_Period_Fish.jpg
6897,"A fossilised fragment of Ludlow bone bed with a pinkish colour. Contains two sharp boundaries, one with a beige micrite and the other with a laminated pale grey siltstone. Towards the boundaries the bone bed becomes more yellow. Found at Ludford Lane",Ludlow Bone Bed,Silurian Period,,https://data.nhm.ac.uk/media/ludlow:G.03415.jpg,images/6897_Silurian_Period_Ludlow_Bone_Bed.jpg
6834,"Fossilised remains of the Ordovician trilobite Trinucleus fimbriatus showing the cephalon, thorax and pygidium, found at Llanfawr Quarry, Llandrindod Wells.",Trilobite,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.03104.001.jpg,images/6834_Ordovician_Period_Trilobite.jpg
6801,"Fossilised remains of the thorax and pygidium and partial cephalon of the Ordovician trilobite Trinucleus fimbriatus, found at Llanfawr quarry, Llandrindod Wells",Trilobite,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.02615.002.jpg,images/6801_Ordovician_Period_Trilobite.jpg
6652,"Fossilised remains of Ordovician brachiopod, Strophomena grandis",Brachiopod,Ordovician Period,Strophomena grandis,https://data.nhm.ac.uk/media/ludlow:G.00093.jpg,images/6652_Ordovician_Period_Brachiopod.jpg
6835,"Fossilised remains of the Ordovician trilobite Trinucleus fimbriatus, found at Llanfawr Quarry, Llandrindod Wells.",Trilobite,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.03104.002.jpg,images/6835_Ordovician_Period_Trilobite.jpg
6807,"Fossilised remains of an almost complete individual of the Ordovician trilobite Ogyginus corndensis found at Upper Gilwern, Llandrindod Wells",Trilobite,Ordovician Period,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02638.jpg,images/6807_Ordovician_Period_Trilobite.jpg
6929,Fossilised portion of the rib of a type of elephant from the Siwalik Hills of India.,Elephant; Rib,Cenozoic Era,Elephas; Elephantidae,https://data.nhm.ac.uk/media/ludlow:G.03568a.jpg,images/6929_Cenozoic_Era_Elephant;_Rib.jpg
6671,"Fossilised complete shell of the Silurian orthide brachiopod, Dalejina hybrida. The shell is symmetrical and equivalve and possesses fine radial ribbing. Found at Buildwas, Shropshire. Mounted on card with G.00171-00173",Brachiopod,Silurian Period,Dalejina hybrida,https://data.nhm.ac.uk/media/ludlow:G.00174.jpg,images/6671_Silurian_Period_Brachiopod.jpg
6918,"Fossilised remains of vertebra of an extinct species of crocodile. Found in the Siwalik Hills, India",Crocodile; Vertebra,Cenozoic Era,Crocodylidae,https://data.nhm.ac.uk/media/ludlow:G.03555.jpg,images/6918_Cenozoic_Era_Crocodile;_Vertebra.jpg
6836,"Fossilised remains of the Ordovician trilobite Ampyx sp. found at Hillside, Llandrindod Wells.",Trilobite,Ordovician Period,Ampyx sp.,https://data.nhm.ac.uk/media/ludlow:G.03107.jpg,images/6836_Ordovician_Period_Trilobite.jpg
6844,"Fossilised segment of phragmacone of the Silurian cephalopod, Leurocycloceras whitcliffense. Found in Wassall Quarry, Leintwardine.",Cephalopod,Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.03163.001.jpg,images/6844_Silurian_Period_Cephalopod.jpg
6930,Fossilised piece of the lower jaw and a single tooth of an extinct type of horse from the Siwalik Hills of India.,Horse; Tooth,Cenozoic Era,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.03569a.jpg,images/6930_Cenozoic_Era_Horse;_Tooth.jpg
6675,"Fossilised remains of phragmacone of the Silurian cephalopod, Orthoceras ibex, found at Mocktree.",Cephalopod,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.00185.jpg,images/6675_Silurian_Period_Cephalopod.jpg
6942,"Fossilised remains of a part of the lower jaw, including teeth, of an extinct type of antelope. From the Siwalik Hills of India.",Antelope; Jaw,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03587b.jpg,images/6942_Cenozoic_Era_Antelope;_Jaw.jpg
6853,"Fossilised remains of a large sub-spherical septarian nodule, displaying polygonal cracks, which have been infilled with calcite.The nodule contains fragments of the phragmocone of the Silurian orthocone nautiloid, Orthoceras sp.  These internal moulds display clearly defined chambers, which have been partially infilled with mineral material. Found at Maryknoll.",Cephalopod,Silurian Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.03225.jpg,images/6853_Silurian_Period_Cephalopod.jpg
6921,"Fossilised fragment of a rib bone from an extinct species of deer. Found in the Siwalik Hills, India.",Deer; Rib,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03559.jpg,images/6921_Cenozoic_Era_Deer;_Rib.jpg
6944,Fossilised piece of the lower jaw of an extinct giraffid. Collected from the Siwalik Hills of India.,Antelope; Jaw,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03589a.jpg,images/6944_Cenozoic_Era_Antelope;_Jaw.jpg
6706,Fossilised shell remains of the Silurian brachiopod Dolerorthis rustica.,Brachiopod,Silurian Period,Dolerorthis rustica,https://data.nhm.ac.uk/media/ludlow:G.00496.jpg,images/6706_Silurian_Period_Brachiopod.jpg
6951,Fossilised remains of an incomplete tooth of a Hippopotamus from the Siwalik Hills of India.,Hippopotamus; Tooth,Cenozoic Era,Hippopotamus sp.,https://data.nhm.ac.uk/media/ludlow:G.03597b.jpg,images/6951_Cenozoic_Era_Hippopotamus;_Tooth.jpg
6868,"Fossilised remains of lower palaeozoic fish Phialaspis symondsi found at Devil's Hole, Morville",Fish,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03284.jpg,images/6868_Silurian_Period_Fish.jpg
6933,Fossilised remains of horse tooth from the Siwalik Hills of India.,Horse; Tooth,Cenozoic Era,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.03572a.jpg,images/6933_Cenozoic_Era_Horse;_Tooth.jpg
6955,Near complete fossilised remains of the head shield of a Pteraspid fish Cyathaspis sp. Found in Morville area.,Fish,Devonian Period,,https://data.nhm.ac.uk/media/ludlow:G.03606.002.jpg,images/6955_Devonian_Period_Fish.jpg
6708,"Fossilised remains of the Silurian brachiopod, Microsphaeridiorhynchia nucula",Brachiopod,Silurian Period,Microsphaeridiorhynchia nucula,https://data.nhm.ac.uk/media/ludlow:G.00604.jpg,images/6708_Silurian_Period_Brachiopod.jpg
6973,Fossilised fragments of the Silurian graptolite Pristiograptus sp. found at Upper Millichope.,Graptolite,Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.03725a.jpg,images/6973_Silurian_Period_Graptolite.jpg
6881,"Fossilised remains of the ventral disc from the head shield of the Silurian jawless fish, Phialaspis symondsi. Showing branchial impressions. Found at Devil's Hole, Morville Counterpart to G.03341.",Fish,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03339.jpg,images/6881_Silurian_Period_Fish.jpg
6949,"Fossilised remains of a part of a jaw with teeth belonging to an extinct gharial type crocodile, from the Siwalik Hills of India.",Crocodile; Jaw,Cenozoic Era,Crocodylidae,https://data.nhm.ac.uk/media/ludlow:G.03595a.jpg,images/6949_Cenozoic_Era_Crocodile;_Jaw.jpg
6971,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi found at Meadowtown.,Trilobite,Ordovician Period,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.03699.jpg,images/6971_Ordovician_Period_Trilobite.jpg
6745,"Fossilised remains of the Silurian cephalopod Leurocycloceras whitcliffense showing the septal surface. Found at Whitcliffe, Ludlow.",Cephalopod,Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.01996.jpg,images/6745_Silurian_Period_Cephalopod.jpg
6988,"Fossilised remains of part of Silurian eurypterid, Pterygotus punctatus",Eurypterid,Silurian Period,Pterygotus punctatus,https://data.nhm.ac.uk/media/ludlow:G.03806a.jpg,images/6988_Silurian_Period_Eurypterid.jpg
6887,Fossilised remains of the Devonian jawless fish Pterapsis leathensis found at Morville.,Agnathan,Devonian Period,Pteraspis,https://data.nhm.ac.uk/media/ludlow:G.03371.jpg,images/6887_Devonian_Period_Agnathan.jpg
6985,Fossilised remains of the Silurian conularid Metaconularia aspersa found at Bow Bridge. Likely to be part of original Ludlow Natural History Society.,Conularid,Silurian Period,Metaconularia aspersa,https://data.nhm.ac.uk/media/ludlow:G.03796.jpg,images/6985_Silurian_Period_Conularid.jpg
7035,Fossilised remains of numerous cepahlons of the Ordovician trilobite Trinucleus fimbriatus.,Trilobite,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.04072.jpg,images/7035_Ordovician_Period_Trilobite.jpg
6759,"Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras bullatum cephalopod, showing septa.",Cephalopod,Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.02125.jpg,images/6759_Silurian_Period_Cephalopod.jpg
7021,Fossilised remains of the Silurian monoplacophoran Tremanotus sp. found at Upper Millichope.,Monoplacophoran,Silurian Period,Tremanotus sp.,https://data.nhm.ac.uk/media/ludlow:G.03960.jpg,images/7021_Silurian_Period_Monoplacophoran.jpg
6898,"Fossilised remains of the Silurian eurypterid Pterygotus sp. found in the Main Channel, Section 2, Devils Hole.",Eurypterid,Silurian Period,Pterygotus sp.,https://data.nhm.ac.uk/media/ludlow:G.03438.002a.jpg,images/6898_Silurian_Period_Eurypterid.jpg
7004,Fossilised remains of forelimb of a juvenile Jurassic ichthyosaur. Numerous digit bones and two carpal bones preserved. Found at Lyme Regis.,Ichthyosaur,Jurassic Period,Ichthyosaurus sp.,https://data.nhm.ac.uk/media/ludlow:G.03872.jpg,images/7004_Jurassic_Period_Ichthyosaur.jpg
7043,"Fossilised shell remains of a single valve of the Silurian bivalve, Cardiola interupta. Marked radial ribbing and concentric growth lines visible. Counterpart to G.04116.001. Mounted on card. Found at Mary Knoll House, Ludlow.",BIVALVE,Silurian Period,Cardiola interupta,https://data.nhm.ac.uk/media/ludlow:G.04116.002.jpg,images/7043_Silurian_Period_BIVALVE.jpg
6785,Fossilised remains of Carboniferous coral Amplexus cotalbides.,CORAL,Carboniferous Period,Amplexus cotalbides,https://data.nhm.ac.uk/media/ludlow:G.02328a.jpg,images/6785_Carboniferous_Period_CORAL.jpg
7133,"Fossilised remains of phragmocone of the Silurian cephalopod, Dawsonoceras annulatum, showing septal surfaces. The remains of a compound coral is on the reverse. Found in Much Wenlock district",Cephalopod,Silurian Period,Dawsonoceras annulatum,https://data.nhm.ac.uk/media/ludlow:G.05001a.jpg,images/7133_Silurian_Period_Cephalopod.jpg
6922,Fossilised remains of the distal or lower end of the metacarpal bone of a deer from the Siwalik Hills of India.,Deer; Metacarpal,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03560.jpg,images/6922_Cenozoic_Era_Deer;_Metacarpal.jpg
7047,Fossilised shell remains of the Silurian bivalve Goniophora cymbaeformis found at Downton Castle.,BIVALVE,Silurian Period,Goniophora cymbaeformis,https://data.nhm.ac.uk/media/ludlow:G.04154.jpg,images/7047_Silurian_Period_BIVALVE.jpg
7057,Fossilised remains of the Devonian heterostracan fish Pteraspis leathensis.,Fish,Devonian Period,Pteraspis leathensis,https://data.nhm.ac.uk/media/ludlow:G.04283.jpg,images/7057_Devonian_Period_Fish.jpg
6824,"Fossilised remains of pygidium of the Silurian trilobite, Dalmanites myops, found at Upper Millichope.",Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.02931.jpg,images/6824_Silurian_Period_Trilobite.jpg
7156,"Internal mould showing part of the phragmocone of the Silurian orthocone cephalopod, Orthoceras bullatum. With fragments of Orbiculoidea sp. and Spirorbis sp. epizoic fossils.",Cephalopod,Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.05387a.jpg,images/7156_Silurian_Period_Cephalopod.jpg
7102,"Fossilised shell fragments of the Ordovician brachiopod Sowerbyella sericea found at Pont Derwlwyn, Llanfyllin, Montgomeryshire. Counterpart to G.04740.001",Brachiopod,Ordovician Period,Sowerbyella sericea,https://data.nhm.ac.uk/media/ludlow:G.04740.002.jpg,images/7102_Ordovician_Period_Brachiopod.jpg
7068,"Fossilised shell of the Silurian gastropod Loxonema sinuosa found at Upper Millichope, Shropshire.",Gastropod,Silurian Period,Loxonema sinuosa,https://data.nhm.ac.uk/media/ludlow:G.04343.jpg,images/7068_Silurian_Period_Gastropod.jpg
6833,"Fossilised remains of cephalon of the Silurian trilobite Dalmanites myops found at Upper Millichope, Shropshire.",Trilobite,Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03080.jpg,images/6833_Silurian_Period_Trilobite.jpg
7162,"Fossilised remains of phragmacone of the Silurian orthocone cephalopod, Polygrammoceras bullatum, showing septal sututres. Found at Mill Street Weir, Ludlow.",Cephalopod,Silurian Period,Polygrammoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.05408a.jpg,images/7162_Silurian_Period_Cephalopod.jpg
6953,"Fossilized remains of the Devonian agnathan Pteraspis leathensis found at Meadowley Hill, Morville",Fish,Devonian Period,Pteraspis leathensis,https://data.nhm.ac.uk/media/ludlow:G.03604.jpg,images/6953_Devonian_Period_Fish.jpg
7113,"Fossilised thorax and tail remains of the Silurian trilobite, Calymene nodulosa found at Burrington.",Trilobite,Silurian Period,Calymene nodulosa,https://data.nhm.ac.uk/media/ludlow:G.04881.jpg,images/7113_Silurian_Period_Trilobite.jpg
7069,"Fossilised remains of Silurian gastropod, Loxonema sp. Found at Sunnyhill, Mortimer Forest.",Gastropod,Silurian Period,Loxonema sp.,https://data.nhm.ac.uk/media/ludlow:G.04402.001.jpg,images/7069_Silurian_Period_Gastropod.jpg
6895,"Fossilised fragment of spine from the Silurian Acanthodian fish Parexus sp. found at Devils Hole, Morville, Shropshire.",Fish,Silurian Period,Parexus sp.,https://data.nhm.ac.uk/media/ludlow:G.03404.002.jpg,images/6895_Silurian_Period_Fish.jpg
7197,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi preserving pygidium and partial thorax. Labelled as Ogygia sp. Found at Hillside.,Trilobite,Ordovician Period,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.05959.jpg,images/7197_Ordovician_Period_Trilobite.jpg
6963,Fossilised remains of the Jurassic ammonite Caloceras sp.,AMMONITE,Jurassic Period,Caloceras sp.,https://data.nhm.ac.uk/media/ludlow:G.03663.jpg,images/6963_Jurassic_Period_AMMONITE.jpg
7142,"Septal surface of the Silurian cephalopod, Leurocycloceras whitcliffense, showing the position of the centrally placed septal foramen.",Cephalopod,Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.05181a.jpg,images/7142_Silurian_Period_Cephalopod.jpg
7071,"Fossilised fragment of the guard of the Cretaceous belemnite, Belemnitella mucronata. The guard is conical in form and possesses a conical alveolus. Mounted on card with five other specimens.",Belemnite,Cretaceous Period,Belemnitella mucronata,https://data.nhm.ac.uk/media/ludlow:G.04425.002.jpg,images/7071_Cretaceous_Period_Belemnite.jpg
6923,"Fossilised remains of the distal or lower end of the metacarpal bone of a deer, from the Siwalik Hills of India.",Deer; Metacarpal,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03562a.jpg,images/6923_Cenozoic_Era_Deer;_Metacarpal.jpg
7626,"Fossilised remains of the ventral rim of a headshield belonging to a Devonian agnathan, Cephalaspis sp.",Agnathan,Devonian Period,Cephalaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.09380.001.jpg,images/7626_Devonian_Period_Agnathan.jpg
7005,"Fossilised remains of the limb bone of a Jurassic plesiosaur. This exhibits spectacular evidence of scavenging: not only 4 or 5 massive gouge marks on one side but on both sides, with matching orientation; also, both ends seem to have been gnawed away - these are not natural breaks.",Plesiosaur,Jurassic Period,Plesiosaurus sp.,https://data.nhm.ac.uk/media/ludlow:G.03874a.jpg,images/7005_Jurassic_Period_Plesiosaur.jpg
7167,"Nodule containing the internal mould of the Silurian cephalopod, Gomphoceras sp. showing septa. Found in building stone in wall at Bromfield Manor. The counterpart of this specimen is G.05436.002.",Cephalopod,Silurian Period,Gomphoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.05436.001.jpg,images/7167_Silurian_Period_Cephalopod.jpg
7079,"Single valve of the Silurian fossil brachiopod, Ludfordina pixis and partial pygydia of the trilobite Dalmanites myops. Found at Upper Millichope.",Brachiopod,Silurian Period,Ludfordina pixis; Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.04508.jpg,images/7079_Silurian_Period_Brachiopod.jpg
6966,"Fossilised remains of the stem section of the Carboniferous lycopsid, Sigillaria sp. Found at Highley Colliery, Shropshire.",Plant,Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.03675a.jpg,images/6966_Carboniferous_Period_Plant.jpg
8254,"Fossilised remains of parts of Silurian graptolites, Pristiograptus sp. Found at the Sunken Road, Burrington.",Graptolite,Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.14728a.jpg,images/8254_Silurian_Period_Graptolite.jpg
7023,"Fossilised shell remains of the Silurian planospiral gastropod, Poleumita globulosa found at Bringewood. Counterpart to G.03988.001",Gastropod,Silurian Period,Poleumita globulosa,https://data.nhm.ac.uk/media/ludlow:G.03988.002a.jpg,images/7023_Silurian_Period_Gastropod.jpg
7220,"Fossilised remains of the tail section of the Devonian lung fish, Dipterus sp., found at Achanarras Quarry, Spittal, Caithness. Individual scales, showing concentric growth rings, visible.Tail fin also preserved.",Fish,Devonian Period,Dipterus sp.,https://data.nhm.ac.uk/media/ludlow:G.06194.jpg,images/7220_Devonian_Period_Fish.jpg
7086,"Silurian brachiopod, Orbiculoidea sp. Found near Ludlow Castle.",Brachiopod,Silurian Period,Orbiculoidea sp.,https://data.nhm.ac.uk/media/ludlow:G.04574.jpg,images/7086_Silurian_Period_Brachiopod.jpg
